taxon;scientific_name;Visibility;Traits.ID;Genus;Species;Invasive.To.Political.Region1;Morphospecies;Contributor;Latitude;Longitude;Head.width.across.eyes..mm.;Head.length..mm.;Clypeus.length..mm.;Mandible.length..mm.;Hind.femur.length..mm.;Scape.length..mm.;Weber.s.length..mm.;Pronotum.width..mm.;Inter.ocular.width..mm.;Max.eye.width..mm.;Whole.body.length..mm.;Number.of.Spines....;taxon_no_data
Formicidae;Brachymyrmex sp. 03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus balzani;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus crassus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus fastigatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus femoratus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus godmani;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus latangulus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus rapax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus rectangulares;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Camponotus sp. 09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes clypeatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes femoralis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes maculatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes mompox;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes pavonii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Cephalotes umbraculatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Crematogaster erecta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Crematogaster minutissima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Crematogaster nigropilosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no data
Formicidae;Crematogaster sp. ;prox. parabiotica);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Formicidae;Odontomachus meinerti ;minutus);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Formicidae;Pheidole meinerti ;sp.033);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Formicidae;Crematogaster sp. 01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Crematogaster sp. 017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Crematogaster sp. 020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Crematogaster sp. 021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Crematogaster sp. 025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Cyphomyrmex sp. 01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Cyphomyrmex sp. 04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Daceton armigerum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dolichoderus attelaboides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dolichoderus bispinosus;Public;Donoso_2014_traits_34;Dolichoderus;bispinosus;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dolichoderus debilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dolichoderus imitator;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dolichoderus lutosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dorymyrmex biconis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Dorymyrmex pyramicus.guyanensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma edentatum;Public;Baccaro_noyear_traits_3;Ectatomma;edentatum;Native*;FALSE;Baccaro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma edentatum;Public;Vasconcelos&Pacheco_noyear_01_traits_35;Ectatomma;edentatum;Native*;FALSE;Heraldo L. Vasconcelos & Renata Pacheco;-15.95797267;-47.92049733;1.61;1.71;0.64;1.2;2.28;1.71;2.81;1.18;1.21;0.29;Not in paper;0;
Formicidae;Ectatomma edentatum;Public;Vasconcelos&Pacheco_noyear_01_traits_122;Ectatomma;edentatum;Native*;FALSE;Heraldo L. Vasconcelos & Renata Pacheco;-9.25285;-44.78424333;1.61;1.71;0.64;1.2;2.28;1.71;2.81;1.18;1.21;0.29;Not in paper;0;
Formicidae;Ectatomma lugens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma muticum;Public;Vasconcelos&Pacheco_noyear_01_traits_123;Ectatomma;muticum;Native*;FALSE;Heraldo L. Vasconcelos & Renata Pacheco;-9.25285;-44.78424333;1.93;2.03;0.7;1.4;2.75;1.75;3.38;1.55;1.45;0.43;Not in paper;0;
Formicidae;Ectatomma opaciventre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma quadridens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma ruidum;Public;Donoso_2014_traits_179;Ectatomma;ruidum;Unknown;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma ruidum;Public;Donoso_2014_traits_180;Ectatomma;ruidum;Unknown;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma ruidum;Public;Donoso_2014_traits_181;Ectatomma;ruidum;Unknown;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma tuberculatum;Public;Donoso_2014_traits_204;Ectatomma;tuberculatum;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ectatomma tuberculatum;Public;Donoso_2014_traits_205;Ectatomma;tuberculatum;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Forelius damiani;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica exsecta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica fusca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica polyctena;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica pratensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica pressilabris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica rufa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica rufibarbis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_102;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_103;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_104;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_105;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_106;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_107;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_108;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_109;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_110;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formica sanguinea;Public;Gibb_2011_traits_111;Formica;sanguinea;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Formicoxenus nitidulus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys horni;Public;Donoso_2014_traits_113;Gnamptogenys;horni;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys horni;Public;Donoso_2014_traits_114;Gnamptogenys;horni;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys horni;Public;Donoso_2014_traits_115;Gnamptogenys;horni;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys horni;Public;Donoso_2014_traits_116;Gnamptogenys;horni;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys moelleri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Gnamptogenys striatula;Public;Baccaro_noyear_traits_87;Gnamptogenys;striatula;Unknown;FALSE;Baccaro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Labidus coecus;Public;Vasconcelos&Pacheco_noyear_01_traits_41;Labidus;coecus;Native*;FALSE;Heraldo L. Vasconcelos & Renata Pacheco;-15.95797267;-47.92049733;1;1.13;0.36;0.76;1.33;0.71;1.65;0.68;0.83;0.06;Not in paper;0;
Formicidae;Lasius flavus;Public;Gómez_noyearb_traits_2;Lasius;flavus;Unknown;FALSE;Gómez;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius flavus;Public;Gómez_noyearb_traits_3;Lasius;flavus;Unknown;FALSE;Gómez;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius flavus;Public;Gómez_noyearb_traits_4;Lasius;flavus;Unknown;FALSE;Gómez;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius niger;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_82;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_83;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_84;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_85;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_86;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_87;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_88;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_89;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_90;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Lasius platythorax;Public;Gibb_2011_traits_91;Lasius;platythorax;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptogenys sp. 01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_0;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_1;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_2;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_3;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_4;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_5;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_6;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_7;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_8;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax acervorum;Public;Gibb_2011_traits_9;Leptothorax;acervorum;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax gredleri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Leptothorax muscorum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Mycetophylax emery;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_72;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_73;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_74;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_75;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_76;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_77;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_78;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_79;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_80;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lobicornis;Public;Gibb_2011_traits_81;Myrmica;lobicornis;Native*;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica lonae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica rubra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_92;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_93;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_94;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_95;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_96;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_97;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_98;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_99;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_100;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica ruginodis;Public;Gibb_2011_traits_101;Myrmica;ruginodis;Unknown;FALSE;Gibb;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica scabrinodis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmica schencki;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Myrmicocrypta foreli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Neivamyrmex pilosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Ochetomyrmex subpolitus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Formicidae;Odontomachus bauri;Public;Donoso_2014_traits_33;Odontomachus;bauri;Native*;FALSE;Donoso;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
